School Name,Location,Latitude,Longitude
Blyth Academy Qatar,"Doha, Qatar",25.2856329,51.5264162
Blyth Academy Whitby,"Toronto, Canada",43.6534817,-79.3839347
Boca Prep International School,United States of America,39.7837304,-100.445882
Boerum Hill School for International Studies,United States of America,39.7837304,-100.445882
Bogaerts International School,"Brussels, Belgium",50.8465573,4.351697
Bonn International School,Germany,51.1638175,10.4478313
Bonn International School e.V.,"Bonn, Germany",50.7352621,7.1024635
Boracay European International School,"Aklan, Philippines",11.6297894,122.2481177
Bosques International School,Mexico,23.6585116,-102.0077097
Boston International School,"Kampala, Uganda",0.3177137,32.5813539
Bradbury School,"Hong Kong, China",22.350627,114.1849161
Bradley International School,United States of America,39.7837304,-100.445882
Braeburn Garden Estate,"Nairobi, Kenya",-1.3026148,36.828842
Braeburn Garden Estate International School,"Nairobi, Kenya",-1.3026148,36.828842
Braeburn Garden Estate School,"Nairobi, Kenya",-1.3026148,36.828842
Braeburn Imani International School,"Thika, Kenya",-1.036648,37.077523
Braeburn International School Arusha,"Arusha, Tanzania",-3.3696827,36.6880794
Braeburn Kisumu International School,"Kisumu, Kenya",-0.1029109,34.7541761
Braeburn School Arusha,"Arusha, Tanzania",-3.3696827,36.6880794
Braeburn Schools – Nairobi,"Nairobi, Kenya",-1.3026148,36.828842
Braeside School,"Nairobi, Kenya",-1.3026148,36.828842
Brainworks Total International School,"Yangon, Myanmar",16.7967129,96.1609916
Brainworks Total International School Yangon,"Yangon, Myanmar",16.7967129,96.1609916
Branksome Hall,"Toronto, Canada",43.6534817,-79.3839347
Brasilia International School,"Brasilia, Brazil",-10.3333333,-53.2
Braybrook College,"Braybrook, Australia",-37.7867076,144.8548451
Brazilian International School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Brent International School - Baguio,Philippines,12.7503486,122.7312101
Brent International School Manila,"Manila, Philippines",14.5904492,120.9803621
Brent International School Subic,Philippines,12.7503486,122.7312101
Bridge House College,"Lagos, Nigeria",6.4550575,3.3941795
Bridge House School,"Cape Town, South Africa",-33.9288301,18.4172197
BridgeWay North American School,"City, Mexico",19.4326296,-99.1331785
Bright Academy,"Beijing, China",40.190632,116.412144
Bright Horizons - International British School of Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
Bright Riders School,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Bright Riders School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Brighton College Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Brighton College Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
Brighton College Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Brighton College International School Bangkok,Thailand,14.8971921,100.83273
Brighton International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Brighton Primary School,"Brighton, Australia",-37.9081962,144.9957991
Brights International School of Istanbul,"Istanbul, Türkiye",41.006381,28.9758715
Brilliant Stars International Primary School & Kindergarten,"Bratislava, Slovakia",48.1516988,17.1093063
Britannia International School Guangzhou,"Guangzhou, China",23.1301964,113.2592945
Britannica International School,"Budapest, Hungary",47.4978789,19.0402383
"Britannica International School, Budapest","Budapest, Hungary",47.4978789,19.0402383
British American School of Charlotte,"Charlotte, United States of America",35.2272086,-80.8430827
British College La Cañada,"Valencia, Spain",39.4697065,-0.3763353
British Columbia Canadian International School,"Cairo, Egypt",30.0443879,31.2357257
British Columbia International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
British Council School of Madrid,"Madrid, Spain",40.416782,-3.703507
British Education Korea,"Seoul, South Korea",37.5666791,126.9782914
British International Academy,South Korea,36.638392,127.6961188
British International Academy (BIA),Jordan,31.1667049,36.941628
British International Preparatory School,"Johannesburg, South Africa",-26.205,28.049722
British International School,"Addis Ababa, Ethiopia",9.0358287,38.7524127
British International School,"Lagos, Nigeria",6.4550575,3.3941795
British International School Al Khobar,"Al Khobar, Saudi Arabia",26.3039999,50.1960237
British International School Belgrade,"Belgrade, Serbia",44.8178131,20.4568974
British International School Classic,Bulgaria,42.6073975,25.4856617
British International School Ho Chi Minh City,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
British International School Moscow,"Moscow, Russia",55.625578,37.6063916
British International School Phuket,Thailand,14.8971921,100.83273
British International School Stavanger,"Stavanger, Norway",58.9699675,5.7318101
British International School Wroclaw,"Wroclaw, Poland",51.1089776,17.0326689
British International School of Barranquilla,Colombia,4.099917,-72.9088133
British International School of Boston,United States of America,39.7837304,-100.445882
British International School of Brussels,"Brussels, Belgium",50.8465573,4.351697
British International School of Cairo,"Cairo, Egypt",30.0443879,31.2357257
British International School of Casablanca,"Casablanca, Morocco",33.5945144,-7.6200284
British International School of Charlotte,United States of America,39.7837304,-100.445882
"British International School of Chicago, South Loop","Chicago, United States of America",41.8755616,-87.6244212
British International School of Cracow,Poland,52.215933,19.134422
British International School of Houston,"Katy, United States of America",29.7857853,-95.8243956
British International School of Ljubljana,"Ljubljana, Slovenia",46.0500268,14.5069289
British International School of Stavanger,"Stavanger, Norway",58.9699675,5.7318101
British International School of Stockholm,"Stockholm, Sweden",59.3251172,18.0710935
British International School of Tbilisi,"Tbilisi, Georgia",41.6934591,44.8014495
British International School of Timisoara,"Timisoara, Romania",45.7538355,21.2257474
British International School of Zagreb,"Zagreb, Croatia",45.8130967,15.9772795
"British International School, Cairo",Egypt,26.2540493,29.2675469
"British International School, Ho Chi Minh City and Hanoi","HCMC / Hanoi, Vietnam",,
British International Schools in Kurdistan - Hawler,"Kurdistan, Iraq",36.4949363,44.3469625
British International Schools of Stavanger,Norway,61.1529386,8.7876653
British Junior Academy of Brussels,"Brussels, Belgium",50.8465573,4.351697
British Montessori,"Madrid, Spain",40.416782,-3.703507
British Overseas School of Karachi,Pakistan,30.3308401,71.247499
British Prince School,"Madrid, Spain",40.416782,-3.703507
British School Alexandria,"Alexandria, Egypt",31.1991806,29.8951716
British School Jakarta,"Jakarta, Indonesia",-6.1754049,106.827168
British School Quito,"Quito, Ecuador",-0.2201641,-78.5123274
British School Salalah,"Salalah, Oman",17.0174945,54.1010923
British School in Baku,"Baku, Azerbaijan",40.3755885,49.8328009
British School of Alicante,"Alicante, Spain",38.3436365,-0.4881708
British School of Bahrain,"Manama, Bahrain",26.2235041,50.5822436
British School of Boston,"Boston, United States of America",42.3554334,-71.060511
British School of Bucharest,"Bucharest, Romania",44.4361414,26.1027202
British School of Geneva,"Geneva, Switzerland",46.2017559,6.1466014
British School of Tirana,"Tirana, Albania",41.3281482,19.8184435
British School of Ulaanbaatar,"Ulaanbaatar, Mongolia",47.9184676,106.9177016
British School of Valencia,"Valencia, Spain",39.4697065,-0.3763353
British Vietnamese International School,"HCMC / Hanoi, Vietnam",,
Brno International School s.r.o.,Czech Republic,49.7439047,15.3381061
Broadoaks British School,"Abuja, Nigeria",9.0643305,7.4892974
Brockton School,"Vancouver, Canada",49.2608724,-123.113952
Bromsgrove International School,"Bangkok, Thailand",13.7524938,100.4935089
Bromsgrove International School Thailand,"Bangkok, Thailand",13.7524938,100.4935089
"Bromsgrove International School, Thailand",Thailand,14.8971921,100.83273
Bronte College,"Toronto, Canada",43.6534817,-79.3839347
Brookhouse School,"Nairobi, Kenya",-1.3026148,36.828842
Brookhouse Schools,"Nairobi, Kenya",-1.3026148,36.828842
Brookhurst International School,"Nairobi, Kenya",-1.3026148,36.828842
Brooklyn Friends School,"New York City, United States of America",40.7127281,-74.0060152
Brookstone School,"Port Harcourt, Nigeria",4.7676576,7.0188527
Brown International Academy,United States of America,39.7837304,-100.445882
Brussels American School,"Brussels, Belgium",50.8465573,4.351697
Brussels International Catholic School (BICS),"Brussels, Belgium",50.8465573,4.351697
Bubble Kingdom International Kindergarten,China,35.000074,104.999927
Bucharest Christian Academy,"Bucharest, Romania",44.4361414,26.1027202
Bucharest-Beirut International School,"Bucharest, Romania",44.4361414,26.1027202
Buckingham Browne & Nichols School,"Massachusetts, United States of America",42.3788774,-72.032366
Buckswood International School Tbilisi,"Tbilisi, Georgia",41.6934591,44.8014495
Budapest British International Academy,"Budapest, Hungary",47.4978789,19.0402383
Budapest British International School,"Budapest, Hungary",47.4978789,19.0402383
Buds International School Phuket,"Phuket, Thailand",7.9366015,98.3529292
Buena Vista Concordia International School,"Shenzhen, China",22.5445741,114.0545429
Builders Bilingual School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Bunda Mulia School,"Jakarta, Indonesia",-6.1754049,106.827168
Bunka Suginami Canadian International School,"Tokyo, Japan",35.6768601,139.7638947
Busan Foreign School,South Korea,36.638392,127.6961188
Byens Steiner School,"Copenhagen, Denmark",55.6867243,12.5700724
Byron College,"Athens, Greece",37.9755648,23.7348324
C P GOENKA INTERNATIONAL SCHOOL,India,22.3511148,78.6677428
CBC St John's,"Cape Town, South Africa",-33.9288301,18.4172197
CHIREC International,India,22.3511148,78.6677428
CIA First International School,"Phnom Penh, Cambodia",11.5730391,104.857807
CIS Armenia International School,"Yerevan, Armenia",40.1777112,44.5126233
CIS International School,"Moscow, Russia",55.625578,37.6063916
CIS International School Tashkent,"Tashkent, Uzbekistan",41.3123363,69.2787079
CIS Lagos,"Lagos, Nigeria",6.4550575,3.3941795
CLIB - The Braga International School,"Braga, Portugal",41.5510583,-8.4280045
CLIP Colegio Luso-Internacional Do Porto,"Porto, Portugal",41.1502195,-8.6103497
CLIP Oporto International School,"Porto, Portugal",41.1502195,-8.6103497
CREC Academy of International Studies Elementary,United States of America,39.7837304,-100.445882
Cairo British School,"Cairo, Egypt",30.0443879,31.2357257
Cairo English School,"Cairo, Egypt",30.0443879,31.2357257
Caleb British International School,"Lagos, Nigeria",6.4550575,3.3941795
Caledonian International School,India,22.3511148,78.6677428
Calgary French and International School,Canada,61.0666922,-107.991707
California School,"Hong Kong, China",22.350627,114.1849161
Calorx Olive International School,India,22.3511148,78.6677428
Cambridge College,"Lima, Peru",-12.0459808,-77.0305912
Cambridge College Lima,"Lima, Peru",-12.0459808,-77.0305912
Cambridge English School,Kuwait,29.2733964,47.4979476
Cambridge English School Hawally,Kuwait,29.2733964,47.4979476
Cambridge English School Mangaf,"Hawalli, Kuwait",29.3236609,48.1153148
Cambridge House Community College,"Valencia, Spain",39.4697065,-0.3763353
Cambridge International School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Cambridge School of Bucharest,"Bucharest, Romania",44.4361414,26.1027202
Campus International School,United States of America,39.7837304,-100.445882
Campus Rangers,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Campus Wien West,"Vienna, Austria",48.2083537,16.3725042
Canada British Columbia International Schools,"Chengdu, China",30.659867,104.063315
Canada's International School (Toronto French School),"Toronto, Canada",43.6534817,-79.3839347
Canadian Academy,"Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Canadian Bilingual School,Kuwait,29.2733964,47.4979476
Canadian International School,Singapore,1.357107,103.8194992
Canadian International School - Vietnam,Vietnam,15.9266657,107.9650855
Canadian International School Bangalore,India,22.3511148,78.6677428
Canadian International School Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Canadian International School of Beijing,"Beijing, China",40.190632,116.412144
Canadian International School of Egypt,"Cairo, Egypt",30.0443879,31.2357257
Canadian International School of Guangzhou,"Guangzhou, China",23.1301964,113.2592945
Canadian International School of Hefei,China,35.000074,104.999927
Canadian International School of Hong Kong,"Hong Kong, China",22.350627,114.1849161
Canadian International School of Phnom Penh,"Phnom Penh, Cambodia",11.5730391,104.857807
Canadian International School of Shenyang,China,35.000074,104.999927
Canterbury International Schools,"Lagos, Nigeria",6.4550575,3.3941795
Cap Cana Heritage School,"Cap Cana, Dominican Republic",18.5044392,-68.3830103
Cape Town French School,"Cape Town, South Africa",-33.9288301,18.4172197
Capital School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Capital School Bahrain,"Manama, Bahrain",26.2235041,50.5822436
Cardiff International School,"Doha, Qatar",25.2856329,51.5264162
Caribbean International School,"Colon, Panama",9.3553005,-79.8974085
Carlsbad International School,Czech Republic,49.7439047,15.3381061
Carlucci American International School of Lisbon,"Lisbon, Portugal",38.7077507,-9.1365919
Carol Morgan School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
Castelli International School,"Rome, Italy",41.8933203,12.4829321
Casuarinas International College,"Lima, Peru",-12.0459808,-77.0305912
Cathedral Community School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
Cathedral International School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
Cavina School,"Nairobi, Kenya",-1.2890006,36.8172812
Caxton School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Cayman International School,Cayman Islands,19.7031822,-79.9174627
Cayman Prep & High School,"Georgetown, Cayman Islands",19.2953549,-81.3807776
Cedar House,"Cape Town, South Africa",-33.9288301,18.4172197
Cedar International School,British Virgin Islands,18.4024395,-64.5661642
Cempaka International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Centennial Academy,"Montreal, Canada",45.5031824,-73.5698065
Central Point International Elementary School,"Prague, Czech Republic",50.0596288,14.4464593
Chadwick International,South Korea,36.638392,127.6961188
Chadwick International School,"Seoul, South Korea",37.5666791,126.9782914
Chamberlain School International,"Middleboro, United States of America",41.8931576,-70.9111517
"Chandra Sekhar Academy International School, Kyoto","Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
